"user_id","id"
978308,"18,13,34,5"
1099233,"18,15,33,43,16,21,32,7"
402301,"22,2,42,17,6,1,13,39"
139697,"10,17,39,1,48,4,32,28,23"
1225812,"2,9,19,35,22,14,7,12,36,43"
241088,"23,43,47,44,42,21,39"
324578,"41,40,25"
1448466,"6,24,47,17,2,42,46,23,9,21,26,35"
182623,"48,21,20,25,15,33,27,19,42,5,18,2,3,38"
1044237,"32,40,31,30,38,23,43"
1238592,"37,39,13,38,43,17,9,6"
413916,"9,38,8,13"
1055047,"37,20,32,12,11,39,23,38"
1039417,"35,27,17,37"
144826,"23,38,39,37,34,17,6,26"
1198960,"34,37,10,2"
603500,"25,46,48"
106095,"8,20,43,23,28,2"
1472987,"23,20,10,47,17,12,35,39"
1340413,"3,42,37"
1065078,"19,48,32,23,13,36"
415714,"9,23,37,13,40,20,32,34,38"
732950,"48,1,47,25,20,43,14,16,17"
227499,"20,34,2"
1221992,"16,34,47,42,45,41"
910795,"41,42,28,22,11,3"
883118,"45,10,2,46,40"
1117525,"6,9,2,34,36,18,44,16"
1255171,"20,22,33,37,34,26,46,32,25"
693703,"32,20,39,41,28,10"
977243,"19,14,38,32,45,42,44,10,47,41,43,22,34,28,23,4"
664180,"6,36,47"
611671,"9,13,34,6,47,20,22,3,41"
139064,"38,47,1,34,5,16,44,41,26,45,40"
319714,"12,19"
1102009,"48,21"
109250,"41,34,2,17,11,25,47,6,5"
42274,"44,26,1,37,34"
1330788,"11,34,30,14,18,24,25,20,2,29,38,43,48,21"
220630,"17,34,48,8,2,10,26,23,38,43,13"
906522,"31,21,46,28,10,2"
956989,"45,42,2"
799709,"9,39,26,47,6,10,2,44,42,23,40,37"
741226,"17,2,3,34,1,37,27"
226333,"28,30,5,31,34,39,7,8,14,13,20,6"
557085,"13,26,28,43,38,27,18,36"
1283472,"36"
26600,"25"
659067,"1,26,17,44,42,25,34,37,46,47,43"
970335,"20,32,27,46,47,17,37,39,34,13"
233407,"28,37,34,45,44,6,43,41,27,3,1,17,32,46,26,5"
559621,"39,37,21"
1476518,"46,20,34,6,17,15,4,40,23"
1348885,"1,26,5,31,38,43,20,16,42"
44327,"12,6,47,17,21,9,43,44,45,22,10,14"
25800,"31,37,1,48,9,10,2,8,16,34,41,25"
106873,"18,25,46,2,47,7,19"
797880,"4,43,1,2,12,27,14,23,10"
416649,"29,28,14,48,21,3,17,10,42,44,30,40,37,12"
743964,"13"
835813,"1,48,29"
609639,"42,17,39,8,23,45"
1489805,"23,32,40,20,25,1,22,12,29,48,10,3"
116399,"6,25,22,38,15"
1373310,"13,45,44,26"
956104,"44,42,13,21"
982458,"40,10,9,13,39,43,26,1,4,38,17,33,2,3,23,25"
1314930,"37,13,32,40,35,20,41,14,19,2,44,23,38,17,34,30,1,46"
382875,"8,37,23,2,14,21,3,26,48,28,45"
1402061,"3,22,38,27,17"
725082,"41,26,17,45,42,19,20,40"
970463,"11,26,43,34,39,20"
1427523,"19,29,6,43,28,38,44"
661725,"16,14,1,2,3,38,34,37,20,48,6,17,39,13"
60201,"27,29,12,6,47,2,11,5,24"
1277773,"45,33,21,20,6"
849879,"26,10,38,43"
480818,"37,10"
328879,"48,8,9,17,6,20,25,32,27,23,10,40"
1295981,"20,23,2,45,27,9"
87189,"20,37,25,14,2,45,10,47,6,8,48,9"
1318781,"21,17,22,34,39,46,32"
471213,"17,22,4,13,39"
820693,"35,40,32"
1322136,"10,45,22,17,21,3,2,36,42,44"
1497822,"36,22,32,20,40,27,18,2,10,28,26"
1358319,"1,23,44,10,42"
304792,"16,8,46,10,2"
655304,"3,25,23,47,13,34,22,43,40"
684920,"31,12,5,47"
1034227,"10,40,20,2,3"
1449794,"48"
1335940,"6,17,38,10,47,25,1,42,41,37,39,46,14,2,40,7,5,9"
1357864,"25,47,30,17,40,21,2,38,6,42,1,29"
316852,"37,20,36,16,4,21,9,23,38,14"
1462222,"3,42,44,2,45,19,32,43,37,1,9"
411159,"24,15,35"
660925,"33,9"
843554,"46,44,42"
338507,"43,9,1,23,33,40,37,39"
1377918,"26,32,34,37,39,41,13,27,21"
1468693,"27,34,38,1,31,32,40,47"
728016,"47,23,43,31,5,22,25,32,40,38"
645185,"1,42,17"
979073,"34,21,48"
464897,"13,47,24,40,32,46,2,6,4,23,9,43,11,31"
707457,"17,37,31,40,38,42,10,44"
795297,"41,26,16,20,46,40,39,27,17,34,37,13,9,35"
868327,"17,47,43,23,2,6,48,16,28,12,29"
723404,"32,40,33,47,44,18,19,48,2,39"
481495,"48,8,16,3,26,10,30,9,37"
192964,"6,33,43,9,23,3,38,47,20,39,10,44,2"
879827,"36,1,33,3,42,40,34,26,17,47,21,46,20,2,6"
1483059,"45,10,1,42,44,38,20,3,14"
460295,"10,43,14,32,8,27,1,41,5,40,46,22,28,9"
366130,"9,2,11,27,18,33,44"
291929,"30,6,10,44,42,47"
1270373,"9,30,5,47,6,15"
961108,"31,13,37,34,39,46,44,45,2,42,3,6"
1236254,"40,12,20,4,9,23,34,37"
253113,"9,23,2,10,40,32,24,28,17,47,38"
747105,"43,26,17,47,38,23,44,10,45"
1323444,"20,13,47,36,10,38,46,32,25"
904291,"15,38,23,17"
272411,"35,1,28,3,13,9,21,47"
880371,"21,16,46"
60953,"3,41,34,39,18,24,48,47,5,30,10,2,17"
691664,"26,45,9,10,42,44"
301912,"38,33,32,13,46,17,16,25"
1053948,"21,41,3,29,17,45,8,38"
1476902,"47,6,12,45,2,15,3,23,37,22,19,8"
718218,"46,20,14,25,40,17,5,42,10,38,15,37,39,22,6,29,24,28,41,32"
492359,"16,21,18,13,9,26,34"
950687,"43,19,48,16"
683727,"41,32,39,25,44,2,40,24,37,16,20,22,46,13,48"
464928,"29,18,13,39,25,32,40,26"
773560,"6,39,37,38,43"
1406708,"42,44,33,32,40,28,18,3,39,41,48,10"
12492,"42,45,44,43,41,17,32,20,46,18,47,34,13,26,15"
1181100,"21,7,6"
748999,"27,40,23,6,20,46"
1174275,"46,1,2,10,14,20"
311556,"15"
627672,"44,2,25,15,9"
20708,"13,23,9,45,22"
34732,"44,42,45,36,22,13,34,9"
970294,"10,46,33,15,2,19,44,45,47,3,18,36,1,9,27,12"
1158671,"25,43,36,17,13,40,46,47,1,5,34,48,6"
1112641,"2,27,45"
198185,"25,7,28"
957747,"38,2,42,16,20,1,34"
772835,"40,46,20,4"
1196676,"2,38,43,22,42,16,14,23,26"
812735,"13,39,9,12,22,45,6,25,37,4"
882755,"26,47,42,10"
990299,"3,48,7,23,18,10,42"
871941,"5,18,27,34,13,44,8,42,22,31,17,40,20,15,47,6"
640760,"34,37,40,47"
235897,"37,13,45,2,6,47,17,19,12,39"
442092,"42,10,2,44,17,14,31"
1402083,"10,24,2,35,20,47,6,28,9,13,11,34"
138418,"46,25,32,1,4,35,12,14,17,37,13,34,40,45"
624713,"15,21,17,39,25,20,40,46,29,48"
453019,"3,16,41,37,45,38,40,47,17"
632965,"17,47,39,13"
345712,"32,25,20,19,38,18,6,40"
407772,"21,46,40,28,4,10,44,36"
1304203,"24,21,48,11,5,30,1,8,47,39,19,46,25,35"
583723,"34,20,17,6,40"
1074569,"34,42,39,2,3,38,18"
1419155,"46,34,42,45,44"
909111,"28,45,38,1,35,29,31,48,42,2,41"
1010672,"13,39,20,25,24,2"
1444097,"48,16,2,42,32,39,37"
289804,"34,14,37,2,17,26,29,7,43,9,46,6,19"
14710,"25,43,10,20,32"
328873,"27,12"
514560,"35,34,2,26,37,40,1,3"
257198,"2,3,28,26,41"
242236,"13,39,22"
975033,"7,13,37,34,27,4,2,24,18"
666036,"22,12,35,29,17,47,34"
172267,"42,25,29,1,36,12,3,43,38,23"
1321991,"44,2,28,42,37,34,13,5,10"
1367886,"16,48"
1479639,"40,23,6,41,44,20,36,15,32"
229864,"7,26"
1376731,"33,24,40"
1487337,"32,1,2,25,40,33,34,42,10"
619931,"18,28"
76693,"32,45,44,2,10,48"
1031399,"38,23,9,22,39"
906284,"45,40,35,9,48,47,6,38,43"
391927,"48,37,9,6,17"
814054,"8,21,45,25,27,30"
688979,"8,21,37,13,46,25,10,2,42,27,41"
449314,"9,45,8,32,20,25,40,10,42,26,1,41,11,48,21,16"
857089,"39,1,40,20,46,42,2,25"
913550,"14,48,21,1,38,6,23,16,32,37,11,19,4,45,44,8,2,3"
1319784,"14,21,20"
1398443,"46,40,36,8,42,29,34,9,23,38,25,32"
921286,"34,6,47,39,13,23,18,27"
554699,"16,18,32,23,9,12,6,31,28"
1127032,"9,2,16,10,25,46,32,4"
701850,"24,43,38,46,22,8,11,19,2,10,44,42"
8813,"38,48,45,10,2,18,35,7,14,46,43,4,8"
78548,"27,42,10,2,45,17,47,6,22,12,26"
878256,"1,22,39,20,6,36"
343658,"17,3,1,44,2,23,6,47,40,10,42"
278831,"27,47,5,26,13,17,36"
602210,"2"
1160480,"45,14,8,18,40"
416570,"42,44,8,46,19,40"
310270,"47,17,6,13,22,41,44,45,34,31,9,26,28"
544409,"16,2,44"
272738,"22,27,2,21,9,38,23,1,3,13,8"
1433188,"28,41,2,1,7,37,45,10"
1418167,"37,46,36,3,39,28,24,13,14,25,22,34,32,42,20,40"
1329528,"26,1"
1337470,"14,20,25,15,43,9,4,40"
897073,"39,48,16"
480828,"44,40,2,23,38,48,34,13"
21011,"39,19,42,36,14,43,26"
1070634,"26,35,5,43,23,38,34,39"
608560,"37,45,36,43,23,4,6,46,20,9,2"
1259301,"32,27,21,18"
1373053,"47,6,46,45,2,43,25,40,1,41,28,26,23,38"
940357,"17,42,45,26,32"
618650,"38"
1207141,"10,7,37,25,20,28,41,34"
1440580,"32,1,34,37,25,14,20,8"
607306,"47,17,22"
668102,"39,26,7,42,20,30,18,2,3"
803782,"38,27,14"
600213,"15,32"
696582,"19,37,34,45,42"
701145,"35,9,23"
337296,"34,32,20,40,23,9,14,38,8,47,17,37,12"
159896,"47,18,46,40,32"
585973,"36,3,40,46,20,17"
1288255,"19,3,4,42,41,20"
1009463,"2,34,32,3,40,39,1,4,23,45"
287516,"2,47,6,13,27,24,22,12,17,10,32,34"
1357651,"41,11,5,28,45,39,13,2,1,26"
1160239,"28,23"
1216194,"6,32,28,39,1,40,27,47"
167354,"35,34,25,32,40,8,20,36,3,39,2,22,23"
1013074,"33,1,45"
342201,"37,8,34,39"
502281,"38,23,43,26,44,36,46,40,17,22,47"
143771,"21,39,36,6"
55305,"12,42,10,3,2,44,46,45,1"
285992,"2,46,14,3,1,20"
248316,"43,23,47,6,32,25,2,48"
920112,"8,9,23,38"
213460,"5,32,38,43,21"
1403038,"10,44,45,42,27"
208689,"46,13,40,39"
1176333,"7,26,28,37,43,15,3"
129626,"42,2,1,9,38,44,5,47"
304726,"15,47,28,1,34,39,37,13,46,11"
993901,"11,22,48,16,8,21,28,1,30,19,35"
1066519,"27,10,2,44,45,40,3,46,28,29,43"
646693,"3,13,36,12,33,25,7,32,40,41,48,8"
747534,"25,28,17,35,12,34,1,29,43,16,8,40"
591349,"20,43"
421280,"48,41,36,38"
878774,"45,35,34"
783903,"48,4,10,23,26,33,38"
22972,"38,45,16,21,26,44,42,10,36"
1013366,"39,23,9,43,40,8,25,46,37"
650451,"40,25,39,37,41,26,2,48,21"
715209,"2,38,43,40,39,34,36"
6067,"2,13"
290180,"39,13,3,47,17,24,18,32,2"
423932,"14,8,3,47,20,32,37,1,16,6,4,2,46"
1042100,"7,44,10,48,39,22,2,37,3"
971616,"13,34,6,23,17,19,8,38,26"
976514,"34,27,6,47,11,46,17,31,39,28,26,21,14,20"
315158,"16,20,40,32,36,9,14,1,8"
715653,"42,9,43,23,44,7"
105185,"14,48,16,47,6,10,2,37,20,40,42,3,36,46"
731839,"6,2,3,48,14"
929017,"34,22,29,37,10,21,46,20,15"
789962,"15,26,34,2,9,32,33,24,5,46,20,25,11"
1311751,"32,25,3,10,13,14,18,21,2,48"
835402,"41,9,43"
189216,"45,1,6,22,46,2,3,41,18,14,16"
852332,"19,32,46"
362778,"6,17"
372915,"18,23,35,1,34,8,16,41,43,14,42,2"
488027,"40,25,44,1,43,9,26,10,42"
423212,"9,32,5,2,47,17,8,1,46,48,30"
553285,"40"
923035,"41,14,34,13"
1458167,"9,25,26,43,2,13,37,46"
695733,"28,1,39,3,18,41,27,43,26,6"
1174009,"17,3,2,20,14,41,37,39"
50451,"23,25,2,20,40,32,4,45,9,43,31,39"
698810,"35,20,17,47,6,39,25,46,21,2,3"
146283,"17,37,47,48,14,34,8,12,36,22"
1365278,"3,42,2,19,44,23,10,45"
214863,"46,8,20,2,26,40,28,17"
975132,"46,32,25"
335287,"25,46"
487889,"25,46,18,33,45,44,42,10"
513744,"13,18,10,4,2,45,3,33"
38662,"44,30,17,42,36,22,14,3,32,40,37,24,39,13,6,8"
1265468,"4,2,32,13,18"
75401,"3,12,21,6,8,41,20"
550218,"31,14,2,47,46,40,20,32"
1031611,"6,18,1,23,38,9,32,41,37"
850336,"32,40,10,42,2,4,28,6,47"
654863,"33,18,42"
389941,"27"
1399785,"45,23,26,44,6,3,41,13,10"
1433917,"18,48,6"
697962,"21,14,8,7,27,3,36,48,20,28,34,33"
1127298,"20,37,9,43,26,25,21,48,2,10,42,1,35,19,40,46"
316782,"8,48,27,9,40,39"
1433451,"38,6,21,3,28,15,48,8,32,40,2"
686213,"23,44,37,34,43,17,47,30,32,25,12,3,4,45,35"
1123963,"10,2,45,44,43,9,38,33,4,1,26,32"
293648,"36,47,20,2,3,23,43,15,33,41,30,6"
1136555,"1,41,28,35,43,37,44,42"
1292230,"47,28,26,14,36,37,13,45,21,10"
26453,"39,25,27,2,26,38,43,14,21,10,32,22,3,5,40,31,15"
248643,"1,9,2,48"
1235422,"44,25,37,39,9"
440941,"28,26,41,31,13"
882617,"36,1,17,25,40,32,20,2,4"
154960,"47,3,13,34,21,8,25,40,10,11,31,22,36"
659532,"13,14,36,38,43,6,47,30,1,35,21"
1388603,"20,48,25,38,1,28,26,46,16"
1064972,"43,2,34,35"
250248,"44,45,2,10,8,47,17,40,14,34"
813041,"42,10,44,45,41"
663423,"5,30,11,1,2,35,8,29,27,38,32"
269931,"29,35,13,19,47,38"
21778,"11,5,48,9,43,37,39,34"
239402,"37,6,17,7,42,44"
892258,"4,47,28,46,45,44,39,41,1,13,2,42"
163471,"18,12,21"
213700,"20,32,34,39,2,22,4,15,13,37"
1131869,"8,27,21,31,2,42,38,22,46,18"
62855,"48,20,26,6,42,44,2,40,45"
434383,"26,40,38,23"
1454295,"20,25,2,33,15,28,13,6,35"
961119,"34,47,1,22,36,45,28,39,33,18,27"
162629,"14,16,48,20,46,5,35,40,44,42,10,32"
553490,"45,44,20,46,22"
1438270,"2,1,10,45,40,39,25,47,46"
1109616,"6,47,20,25,42"
1333287,"1,20,32"
258018,"22,17,7,24"
131188,"10,45,22,20,33,26"
1358863,"1,44,2,38,29,10,18,33,40,46,9,23,35"
1493630,"40,48,6,26,47,2,31,32,46,19,1"
1344679,"40,46,18,8,48,10,2"
1079452,"47,1,22,25"
145388,"42,3,13,2,9,23,38,6,34,39,1,27,37"
123124,"16,26,42,25,40,46,20,6,14,47,39,45,12"
615609,"38,39,34,29,44,17,30,41,28,2,1,21,42,7"
879949,"43,47,24,30,27,21,4,1,17,26,9"
101204,"44,22,18,35,29,12,36,1,32,37"
22106,"21,36,20,32,27"
622994,"3,39,4,6,16,34,37,18,27"
1153685,"42,2,47,45,31,5,22,43,1"
896149,"18,9,23,29,37"
14557,"45,42,39,34,13,40,2,3,15,14,30,37,28"
823692,"15,42,7"
794600,"17,28,26,22"
1082341,"2,45,46,3,16,8,42,34,25,26,31,39,10"
212787,"39"
741810,"46,13,39,18,2,34,47,17"
702050,"42,37,36,9,19"
583370,"17,13,37,3,2,10,45,46,25,40"
1131679,"43,25,44,21"
1384936,"6,28,13,19,16,39,2"
1337337,"6,47,4,2,40,20,25"
1431928,"27,38,29,6,1,8,48"
744542,"2,29,35,10,33,20,46,14,36,13,40"
70817,"26,39,1,21,8,32,40,48,13,17,18,15,36,22,20,27,37,6"
457119,"47,2,45,43,39,10"
1225263,"43,1,25,40,15,33,20,5,34,10,2"
660670,"38,9,23"
1481164,"26,12,16,24,27"
919004,"27,46,38,28,40,16,14,41"
235167,"47,28,34,32,41,3,9"
557904,"39,22,26,2,1,12,34,18,42,28,3,10,8,37"
1062028,"11,5,46,40,20"
311423,"16,8"
1037882,"4,43"
433518,"43,9,38,13,1,3,42,17"
355738,"1,47,2,25,42,13"
136007,"25,32,13,34,39,8,23,37,1,38,9,43,14,40,46,2,16"
359193,"32,25,8,16,14,34,13,39,2,44"
950,"28,41,19,4,6,34"
801053,"17,25,32,46,2,10,3,34"
