"employee_id","boss_id","dept"
32977,27781,"marketing"
150096,168797,"marketing"
157446,129626,"marketing"
113834,115591,"sales"
45301,11275,"marketing"
20077,15768,"HR"
24776,129410,"sales"
186928,109102,"sales"
139999,26183,"sales"
39494,124186,"marketing"
104746,69345,"sales"
79920,41175,"engineering"
23120,155485,"marketing"
18953,43602,"engineering"
53374,157492,"sales"
141484,7095,"HR"
3430,172541,"HR"
93818,43858,"engineering"
90400,62081,"sales"
197035,127769,"engineering"
161198,17291,"sales"
53442,95609,"sales"
68998,70434,"marketing"
10019,195795,"sales"
30131,43937,"HR"
34510,32572,"marketing"
142244,183283,"HR"
150515,132192,"HR"
38603,144219,"engineering"
98556,61517,"HR"
121848,123258,"marketing"
28546,102632,"marketing"
3260,33814,"engineering"
18137,154292,"engineering"
27662,87929,"sales"
159014,113124,"sales"
43381,1050,"engineering"
14484,55972,"HR"
142367,181201,"sales"
162583,189148,"HR"
54637,140061,"sales"
67665,197896,"HR"
83409,64750,"engineering"
62363,147103,"engineering"
18905,158777,"marketing"
9245,59705,"sales"
191276,197206,"marketing"
17119,165853,"engineering"
109928,179149,"HR"
79034,10786,"HR"
179149,21604,"HR"
141419,147016,"sales"
184921,191454,"marketing"
142391,53677,"HR"
42494,81644,"engineering"
34710,61988,"engineering"
179059,4394,"marketing"
83700,143317,"sales"
4630,124186,"marketing"
146111,21604,"HR"
67320,102815,"sales"
156652,19424,"engineering"
146500,165442,"sales"
93431,176415,"engineering"
60066,141317,"sales"
97130,101819,"engineering"
160566,71757,"marketing"
171180,109102,"sales"
126933,8711,"marketing"
65522,34051,"sales"
73466,10922,"sales"
178363,122145,"engineering"
39678,153412,"marketing"
169653,126257,"engineering"
61028,79807,"engineering"
154546,68998,"marketing"
68568,83032,"marketing"
14054,50761,"marketing"
89002,34280,"sales"
119617,92845,"engineering"
171111,30468,"engineering"
139507,97647,"marketing"
127433,142630,"HR"
43870,79193,"sales"
147111,182777,"marketing"
154782,25805,"sales"
147269,32405,"HR"
124014,79285,"sales"
142850,78493,"sales"
152405,189038,"engineering"
36528,132026,"marketing"
112005,116774,"engineering"
48724,8182,"sales"
11080,124014,"sales"
184236,59566,"HR"
128692,191485,"sales"
51522,88936,"sales"
46049,73846,"sales"
74430,160261,"marketing"
131779,167877,"sales"
136042,4421,"sales"
3164,164501,"HR"
61450,95841,"engineering"
53559,68821,"engineering"
48742,28697,"engineering"
156627,89523,"sales"
81594,182028,"engineering"
31916,132309,"sales"
53510,177166,"engineering"
137694,61517,"HR"
59939,91869,"marketing"
142247,65856,"sales"
82466,172889,"sales"
84032,90834,"sales"
21470,143437,"marketing"
141088,21377,"sales"
46107,73846,"sales"
165568,179149,"HR"
77846,57316,"sales"
152919,154292,"engineering"
171668,147016,"sales"
139756,79934,"engineering"
34852,32159,"sales"
54902,64452,"sales"
132683,146629,"engineering"
42772,153412,"marketing"
149950,26183,"sales"
13175,137776,"engineering"
53812,46178,"engineering"
25464,175361,"sales"
82060,54808,"sales"
149658,168742,"sales"
3732,169833,"HR"
65027,74818,"sales"
152356,112643,"sales"
60219,162035,"sales"
17285,193518,"sales"
154517,8198,"engineering"
198342,44056,"HR"
84193,115539,"marketing"
172196,96060,"HR"
178622,115765,"HR"
136040,93223,"engineering"
95849,193452,"sales"
150204,116180,"engineering"
193759,154375,"HR"
116766,14226,"HR"
5104,119231,"HR"
160580,189890,"engineering"
127834,80043,"HR"
61191,68821,"engineering"
182184,113124,"sales"
15460,97878,"sales"
113606,24287,"HR"
122286,175434,"sales"
55465,110508,"engineering"
101777,31063,"HR"
20451,77844,"sales"
5111,64087,"HR"
120833,172717,"HR"
65366,8198,"engineering"
60226,46178,"engineering"
152811,14299,"engineering"
181177,174122,"engineering"
70036,175361,"sales"
53071,48352,"engineering"
127045,193763,"engineering"
999,44056,"HR"
65830,11507,"HR"
138490,15277,"engineering"
127825,189742,"HR"
87891,11275,"marketing"
19290,141317,"sales"
180273,60609,"sales"
469,21470,"marketing"
33686,181219,"marketing"
41891,164326,"sales"
171947,252,"HR"
127769,47553,"engineering"
22716,134536,"engineering"
80855,108164,"sales"
105240,32572,"marketing"
76863,158609,"sales"
152764,102727,"marketing"
128976,39460,"HR"
70499,112750,"engineering"
85485,124014,"sales"
124365,77613,"sales"
120632,73663,"marketing"
37951,107493,"engineering"
10971,98419,"marketing"
56244,167188,"HR"
182317,129626,"marketing"
16241,87733,"sales"
148865,24691,"sales"
159427,92845,"engineering"
198182,183824,"engineering"
198763,55431,"sales"
151082,11507,"HR"
96569,180924,"marketing"
11121,114572,"marketing"
193097,4110,"sales"
53438,74264,"marketing"
184296,111363,"sales"
184160,51738,"engineering"
198893,124994,"HR"
120037,38308,"marketing"
96051,52319,"sales"
34493,196660,"sales"
166866,87330,"engineering"
86568,91979,"HR"
19152,79934,"engineering"
133549,71987,"HR"
19812,132360,"sales"
41916,84230,"marketing"
196146,102684,"sales"
145480,59705,"sales"
74505,74170,"sales"
175172,52923,"sales"
93668,198403,"sales"
113731,11507,"HR"
120302,149245,"marketing"
187618,111974,"engineering"
130504,167921,"engineering"
159843,85426,"HR"
93459,100373,"HR"
101149,116750,"engineering"
171970,108164,"sales"
164897,71130,"engineering"
156720,88370,"HR"
182119,164547,"sales"
87077,107694,"HR"
123611,122145,"engineering"
113215,129410,"sales"
198880,175593,"sales"
149807,81644,"engineering"
109695,175365,"marketing"
46706,180854,"sales"
31694,186086,"engineering"
126330,119481,"engineering"
178320,185285,"HR"
137925,30468,"engineering"
119898,4421,"sales"
56960,8856,"marketing"
30749,28697,"engineering"
131043,27393,"sales"
60856,8711,"marketing"
15457,73649,"sales"
101075,88936,"sales"
20012,159996,"sales"
186465,61443,"HR"
151099,34977,"sales"
181266,169833,"HR"
176907,113245,"sales"
131,133420,"sales"
145268,129778,"HR"
133388,67151,"engineering"
195165,113589,"engineering"
185854,142367,"sales"
27980,102727,"marketing"
66847,192145,"sales"
65541,139278,"HR"
67690,167877,"sales"
188846,129626,"marketing"
74062,110464,"marketing"
61918,193518,"sales"
56391,123502,"HR"
87344,138045,"marketing"
174518,79934,"engineering"
40324,95169,"sales"
25090,194904,"HR"
54341,160169,"sales"
22574,143473,"HR"
50764,107547,"sales"
175558,72243,"engineering"
49203,754,"HR"
17042,77766,"marketing"
34713,116289,"engineering"
22595,144401,"sales"
179335,78997,"engineering"
23778,198814,"marketing"
71222,87613,"engineering"
155671,181772,"sales"
66874,78215,"sales"
45741,8812,"HR"
35799,79193,"sales"
166259,55883,"engineering"
76256,89837,"marketing"
10913,156010,"engineering"
121347,29712,"engineering"
31945,24287,"HR"
157325,39417,"engineering"
6444,130342,"HR"
161037,174009,"HR"
69345,163049,"sales"
183665,155570,"marketing"
16785,33814,"engineering"
194487,7095,"HR"
55102,28979,"sales"
181430,127623,"engineering"
37978,4440,"marketing"
32653,186283,"engineering"
99860,125755,"marketing"
10289,140061,"sales"
127693,159838,"marketing"
131967,129000,"marketing"
3605,59939,"marketing"
29255,62990,"sales"
71255,102498,"HR"
25427,126368,"sales"
22938,124186,"marketing"
87378,190778,"marketing"
182728,134728,"marketing"
10109,127544,"sales"
77362,59555,"marketing"
10828,779,"marketing"
88419,126515,"HR"
114794,26468,"engineering"
75193,172889,"sales"
144435,79934,"engineering"
53872,126257,"engineering"
83356,84011,"sales"
169869,19806,"sales"
12871,85426,"HR"
99259,145710,"engineering"
57095,68998,"marketing"
199323,45803,"sales"
98380,159098,"engineering"
142963,87707,"sales"
125214,198879,"sales"
147016,32248,"sales"
198882,147819,"sales"
69988,165668,"engineering"
78000,103421,"engineering"
65273,183283,"HR"
124742,22090,"marketing"
77258,68222,"HR"
53953,132309,"sales"
172200,754,"HR"
145036,75705,"HR"
103448,198366,"sales"
85532,172321,"sales"
3396,148795,"engineering"
128599,61811,"sales"
94364,16073,"marketing"
69382,111082,"sales"
164341,199282,"marketing"
101530,25805,"sales"
73223,185982,"sales"
188962,34714,"sales"
15847,160618,"sales"
189072,742,"HR"
175690,192369,"sales"
33483,142630,"HR"
145716,158777,"marketing"
129600,126368,"sales"
83914,7255,"engineering"
123410,111363,"sales"
116919,109102,"sales"
130937,196660,"sales"
188300,105542,"marketing"
112097,4384,"HR"
87716,88370,"HR"
25569,170431,"marketing"
181476,136468,"sales"
2906,88936,"sales"
132360,120639,"sales"
159164,5743,"sales"
117671,190065,"marketing"
24941,4440,"marketing"
161070,90237,"sales"
61499,48877,"marketing"
106281,196058,"marketing"
70216,147819,"sales"
95413,197832,"marketing"
149600,171461,"HR"
147715,24691,"sales"
67748,144976,"sales"
46282,38308,"marketing"
70705,102498,"HR"
159175,116750,"engineering"
176900,162196,"engineering"
32658,168905,"engineering"
130584,60489,"marketing"
20901,189937,"engineering"
168653,16073,"marketing"
27128,97919,"HR"
48344,1651,"engineering"
142155,128511,"engineering"
113062,160618,"sales"
103958,191073,"sales"
172351,123502,"HR"
100107,166928,"engineering"
117402,136468,"sales"
127549,127275,"engineering"
115450,186086,"engineering"
123947,61988,"engineering"
80764,79807,"engineering"
160420,1610,"engineering"
110682,84193,"marketing"
17907,168742,"sales"
131734,1610,"engineering"
68085,158777,"marketing"
32510,197876,"sales"
163211,94507,"engineering"
191073,181201,"sales"
180700,135848,"marketing"
82199,5282,"sales"
40362,35499,"sales"
120633,51121,"HR"
80565,14465,"HR"
135213,62081,"sales"
194665,167188,"HR"
109391,171461,"HR"
184885,77857,"HR"
73434,60489,"marketing"
198054,7255,"engineering"
123829,1791,"HR"
99121,146600,"marketing"
41830,73982,"sales"
118960,62990,"sales"
110748,68998,"marketing"
156228,55653,"sales"
181886,181201,"sales"
136517,104759,"HR"
4736,79735,"engineering"
198978,79735,"engineering"
107480,29749,"HR"
49793,115694,"engineering"
26266,1610,"engineering"
20568,123000,"sales"
190578,4384,"HR"
63396,102498,"HR"
114216,198624,"HR"
153418,67151,"engineering"
119072,154891,"engineering"
97563,70819,"engineering"
74322,179212,"marketing"
40887,194078,"marketing"
130431,61811,"sales"
110405,112643,"sales"
21377,65174,"sales"
39663,95522,"marketing"
48913,136147,"sales"
103466,191454,"marketing"
99606,14299,"engineering"
46033,34977,"sales"
11423,124014,"sales"
53452,111974,"engineering"
8193,152076,"engineering"
134787,53012,"marketing"
182928,169833,"HR"
161466,174009,"HR"
40059,136313,"engineering"
97067,62990,"sales"
74444,115765,"HR"
150107,113618,"marketing"
22941,198778,"engineering"
132439,110091,"engineering"
11275,87344,"marketing"
58064,138772,"sales"
199003,191485,"sales"
5605,128511,"engineering"
125556,12214,"sales"
188415,47472,"engineering"
94165,110091,"engineering"
98402,97422,"HR"
121034,197206,"marketing"
147200,66420,"HR"
165978,73489,"sales"
6871,70547,"marketing"
82929,41175,"engineering"
184361,172947,"marketing"
99658,147819,"sales"
56781,148236,"sales"
56157,5743,"sales"
56667,150408,"engineering"
129318,132283,"engineering"
120381,164851,"sales"
57757,119964,"marketing"
153457,77866,"marketing"
139515,45803,"sales"
29065,89523,"sales"
54836,92845,"engineering"
61988,49002,"engineering"
97647,110464,"marketing"
76565,53390,"sales"
8153,142630,"HR"
79193,91117,"sales"
76603,134944,"sales"
17837,176367,"engineering"
146794,77766,"marketing"
179459,37154,"marketing"
53777,66306,"engineering"
140960,120381,"sales"
145405,59353,"engineering"
176782,8193,"engineering"
106693,54315,"sales"
45745,181219,"marketing"
1586,96420,"sales"
31396,77844,"sales"
91869,40920,"marketing"
171156,21086,"HR"
137105,41991,"sales"
136948,147642,"sales"
29419,98520,"marketing"
172182,50761,"marketing"
128560,119576,"engineering"
48379,70406,"marketing"
15367,59705,"sales"
60304,50679,"sales"
150115,168797,"marketing"
111068,87847,"sales"
50066,97422,"HR"
31655,73893,"sales"
11623,12877,"engineering"
99404,181219,"marketing"
102605,26505,"marketing"
99116,177166,"engineering"
97172,20901,"engineering"
89118,20828,"marketing"
107770,68222,"HR"
113310,71585,"sales"
175815,55636,"HR"
64931,171940,"marketing"
113124,65451,"sales"
42362,179929,"sales"
175864,110091,"engineering"
140596,82463,"marketing"
43813,79237,"marketing"
130489,36075,"sales"
190595,97422,"HR"
22855,167877,"sales"
76588,29712,"engineering"
167256,134658,"sales"
68439,79237,"marketing"
114051,134048,"sales"
47175,198403,"sales"
133779,129410,"sales"
47899,67931,"engineering"
18207,158609,"sales"
78262,41808,"HR"
135268,32572,"marketing"
57481,8711,"marketing"
61811,78493,"sales"
2589,197896,"HR"
6081,115591,"sales"
73039,109102,"sales"
175279,148260,"marketing"
50495,175365,"marketing"
172160,146220,"marketing"
17850,88007,"sales"
20766,16445,"HR"
140045,148795,"engineering"
17376,116750,"engineering"
75744,153291,"sales"
80043,99397,"HR"
15768,77857,"HR"
169319,183283,"HR"
146510,179459,"marketing"
123502,39785,"HR"
100883,180037,"sales"
154802,148236,"sales"
47755,154041,"sales"
136905,71889,"HR"
59535,154041,"sales"
36890,128966,"sales"
39543,68998,"marketing"
118885,190566,"marketing"
149436,114572,"marketing"
132702,61038,"sales"
94379,123258,"marketing"
136406,101819,"engineering"
67227,115765,"HR"
94964,157931,"engineering"
122834,53826,"HR"
185487,17291,"sales"
103890,121527,"marketing"
72228,91254,"marketing"
192377,198778,"engineering"
120243,67931,"engineering"
21047,149970,"marketing"
1198,75705,"HR"
62171,54808,"sales"
36624,92765,"engineering"
74066,61403,"engineering"
162320,127769,"engineering"
14971,139278,"HR"
84203,27393,"sales"
133710,128447,"engineering"
123768,152960,"sales"
84050,73846,"sales"
36594,102632,"marketing"
133465,178954,"engineering"
94750,37434,"sales"
136229,181421,"sales"
193866,189038,"engineering"
6331,193920,"sales"
117555,113189,"sales"
194565,29410,"engineering"
190713,54997,"sales"
136968,184998,"sales"
53684,146111,"HR"
60120,65883,"marketing"
185330,144928,"sales"
164288,142685,"sales"
21046,66420,"HR"
24015,125855,"HR"
32572,125912,"marketing"
16401,122762,"sales"
20965,5889,"HR"
189030,74818,"sales"
52425,8711,"marketing"
46181,189148,"HR"
47553,69728,"engineering"
60691,113124,"sales"
185824,5374,"sales"
115405,7255,"engineering"
85790,122197,"engineering"
172227,35499,"sales"
183620,5282,"sales"
86534,1808,"engineering"
192034,104539,"HR"
129790,192132,"marketing"
194889,167877,"sales"
6935,122762,"sales"
119555,115591,"sales"
66901,252,"HR"
181606,69463,"marketing"
198765,79807,"engineering"
41679,80128,"sales"
195220,122145,"engineering"
125888,5282,"sales"
126515,24681,"HR"
66296,175365,"marketing"
153291,141808,"sales"
29136,63077,"sales"
157548,14465,"HR"
173330,41335,"engineering"
155572,16445,"HR"
105796,8812,"HR"
170238,75246,"engineering"
187885,110508,"engineering"
28915,18939,"sales"
24968,191495,"sales"
144365,41335,"engineering"
174929,102712,"sales"
2733,134944,"sales"
12489,81811,"sales"
73067,103448,"sales"
113541,151696,"HR"
115591,66119,"sales"
146992,178797,"sales"
95390,12214,"sales"
150809,61517,"HR"
197806,130135,"HR"
80100,168564,"sales"
41529,177489,"marketing"
57275,147249,"engineering"
21830,44056,"HR"
79315,159996,"sales"
57701,77857,"HR"
74376,71130,"engineering"
162877,199282,"marketing"
155179,197832,"marketing"
144843,189627,"sales"
71817,41080,"sales"
105246,190249,"marketing"
192132,37154,"marketing"
173182,184998,"sales"
92210,78493,"sales"
159482,148032,"sales"
134865,197876,"sales"
49994,150290,"HR"
100278,21086,"HR"
138687,118769,"engineering"
77364,164501,"HR"
53572,5743,"sales"
193919,94507,"engineering"
47938,91124,"sales"
99958,196058,"marketing"
46471,123263,"HR"
191971,63077,"sales"
175120,169574,"marketing"
122145,72243,"engineering"
133795,51535,"engineering"
59218,121419,"engineering"
98372,66453,"engineering"
139973,78997,"engineering"
126615,114572,"marketing"
161727,28697,"engineering"
118243,98419,"marketing"
7067,169664,"engineering"
31716,66591,"sales"
111054,112302,"engineering"
102196,35499,"sales"
15905,27704,"sales"
12301,192145,"sales"
150244,192132,"marketing"
151126,169223,"engineering"
96141,54997,"sales"
92475,110508,"engineering"
85725,42096,"sales"
85251,4110,"sales"
134060,102043,"marketing"
93482,8663,"sales"
165298,149245,"marketing"
121127,9400,"HR"
194005,20828,"marketing"
165845,173939,"marketing"
91575,199950,"HR"
64642,61517,"HR"
60130,73846,"sales"
40976,77670,"sales"
139309,81421,"HR"
172126,62298,"HR"
30595,110878,"engineering"
54273,40904,"engineering"
82380,57938,"engineering"
163114,92403,"sales"
74431,28979,"sales"
134630,144976,"sales"
183920,149245,"marketing"
120878,69463,"marketing"
44242,111508,"marketing"
141010,133927,"engineering"
168620,80128,"sales"
92765,42270,"engineering"
30332,119231,"HR"
157530,71889,"HR"
29227,98931,"marketing"
24195,1050,"engineering"
141002,162381,"engineering"
27410,62161,"marketing"
36437,191454,"marketing"
171536,179569,"sales"
72524,25367,"marketing"
34631,37220,"engineering"
140343,4110,"sales"
36202,166653,"engineering"
63309,186283,"engineering"
64858,24015,"HR"
75371,180925,"sales"
156633,196490,"HR"
74825,167188,"HR"
12877,57693,"engineering"
58431,55431,"sales"
143163,198879,"sales"
123263,21604,"HR"
162053,66160,"sales"
166380,67931,"engineering"
382,166653,"engineering"
72430,14299,"engineering"
22802,150290,"HR"
73080,198879,"sales"
8488,52525,"engineering"
113997,189148,"HR"
153656,189627,"sales"
178733,75198,"marketing"
163807,171461,"HR"
58398,166591,"sales"
16501,136468,"sales"
185729,177489,"marketing"
73516,102632,"marketing"
162105,71130,"engineering"
83854,114572,"marketing"
117708,179929,"sales"
52124,11275,"marketing"
34066,39460,"HR"
86127,80240,"HR"
167326,124186,"marketing"
137369,41945,"sales"
29661,191495,"sales"
168356,127623,"engineering"
113028,172541,"HR"
80251,148865,"sales"
174654,56316,"sales"
184681,154292,"engineering"
145667,142146,"sales"
36968,130135,"HR"
124820,54997,"sales"
14455,192414,"sales"
123785,32572,"marketing"
14470,191418,"sales"
175589,182116,"sales"
93924,122145,"engineering"
16420,37434,"sales"
41137,8812,"HR"
187057,94030,"sales"
20620,73106,"engineering"
160511,121233,"marketing"
29084,76135,"marketing"
98851,109671,"marketing"
27012,51121,"HR"
139073,181772,"sales"
175361,100942,"sales"
48251,148865,"sales"
102854,37220,"engineering"
148273,22887,"HR"
19381,78997,"engineering"
143655,123154,"HR"
50679,181310,"sales"
89837,37154,"marketing"
8014,155437,"engineering"
6027,74062,"marketing"
51616,64724,"marketing"
112346,172541,"HR"
190065,143437,"marketing"
102904,149696,"sales"
98159,32405,"HR"
41175,61403,"engineering"
49350,149485,"sales"
120829,113578,"marketing"
53856,16178,"HR"
172522,93223,"engineering"
179160,6536,"marketing"
195057,190060,"sales"
105408,137776,"engineering"
46178,42270,"engineering"
70399,181781,"HR"
160308,101981,"sales"
110464,61554,"marketing"
198291,148236,"sales"
121048,144401,"sales"
147795,135804,"HR"
64767,742,"HR"
167023,21086,"HR"
121671,16445,"HR"
69362,198403,"sales"
157811,128065,"engineering"
102712,157492,"sales"
177846,5374,"sales"
132829,48742,"engineering"
79524,195165,"engineering"
75503,121527,"marketing"
63196,1651,"engineering"
116506,76310,"engineering"
31643,61517,"HR"
31511,95841,"engineering"
144384,181772,"sales"
143447,54997,"sales"
22785,180006,"HR"
123388,177495,"HR"
140542,2308,"sales"
8968,166591,"sales"
79125,73663,"marketing"
107213,159098,"engineering"
196253,160618,"sales"
85955,191495,"sales"
113555,104759,"HR"
134444,59862,"engineering"
17611,41808,"HR"
742,192056,"HR"
22977,41533,"HR"
105124,178314,"marketing"
100559,91345,"sales"
133424,95609,"sales"
176205,74170,"sales"
1961,68821,"engineering"
72056,61443,"HR"
32938,42270,"engineering"
18350,190566,"marketing"
3693,132683,"engineering"
29525,11507,"HR"
194736,91002,"marketing"
92567,162476,"engineering"
36940,4440,"marketing"
40512,32572,"marketing"
84011,11277,"sales"
2905,8711,"marketing"
55374,113124,"sales"
73117,198424,"marketing"
91192,109102,"sales"
5875,146600,"marketing"
96981,168905,"engineering"
96466,115856,"sales"
1174,116774,"engineering"
27326,54315,"sales"
78629,46997,"sales"
146932,7255,"engineering"
52137,168905,"engineering"
46675,166928,"engineering"
63832,167223,"marketing"
144177,180930,"sales"
23247,43937,"HR"
47540,55481,"engineering"
112750,39726,"engineering"
15756,160476,"sales"
171293,52923,"sales"
158098,134536,"engineering"
187660,182028,"engineering"
126357,53677,"HR"
67122,154292,"engineering"
177224,30749,"engineering"
108429,94507,"engineering"
181841,116774,"engineering"
78093,116289,"engineering"
117599,23565,"sales"
68318,51293,"sales"
80810,41721,"marketing"
103553,95522,"marketing"
158622,191495,"sales"
85445,123263,"HR"
196411,80043,"HR"
37730,165717,"sales"
191879,144928,"sales"
89091,151005,"marketing"
138285,114572,"marketing"
159566,92585,"marketing"
75966,159996,"sales"
79780,95841,"engineering"
172717,41533,"HR"
94978,156927,"marketing"
97405,117376,"HR"
18968,11507,"HR"
120086,134048,"sales"
114214,193763,"engineering"
82225,157966,"marketing"
63055,52796,"sales"
120912,51923,"HR"
37343,105542,"marketing"
90965,182038,"sales"
23903,164439,"marketing"
79923,69379,"sales"
40920,110464,"marketing"
115779,123103,"engineering"
179311,123387,"sales"
108284,75242,"engineering"
65690,35499,"sales"
155980,62161,"marketing"
155834,198879,"sales"
107838,99139,"sales"
119353,51738,"engineering"
39558,197896,"HR"
1947,68201,"sales"
107083,70819,"engineering"
28037,132683,"engineering"
133748,127544,"sales"
171251,94447,"HR"
110846,6335,"sales"
72346,77766,"marketing"
157304,191073,"sales"
178243,125114,"HR"
163711,159906,"sales"
9634,46178,"engineering"
24382,84230,"marketing"
133091,103421,"engineering"
56687,173939,"marketing"
121283,134982,"sales"
51566,168905,"engineering"
102033,7255,"engineering"
2371,119658,"engineering"
82123,87330,"engineering"
98496,81860,"engineering"
23099,85791,"sales"
56547,97422,"HR"
127964,102102,"sales"
96328,158888,"sales"
80911,140393,"engineering"
32290,108164,"sales"
184691,153412,"marketing"
23803,76073,"engineering"
70406,91869,"marketing"
168331,111082,"sales"
106595,90237,"sales"
146996,107493,"engineering"
150432,181996,"engineering"
128419,71945,"engineering"
142275,51288,"engineering"
25844,170922,"sales"
185089,193518,"sales"
109452,169231,"sales"
40546,54315,"sales"
135660,33266,"marketing"
147117,64087,"HR"
129279,88936,"sales"
156473,149970,"marketing"
3745,178314,"marketing"
172625,195165,"engineering"
88929,122145,"engineering"
31561,198032,"sales"
193824,34977,"sales"
195709,113618,"marketing"
195798,177495,"HR"
131556,53012,"marketing"
144064,121419,"engineering"
92863,105542,"marketing"
161246,139278,"HR"
124491,148032,"sales"
34711,150722,"marketing"
122197,145161,"engineering"
149510,172321,"sales"
130018,88007,"sales"
186634,92210,"sales"
154381,66090,"sales"
29427,168564,"sales"
1612,164439,"marketing"
152368,46957,"sales"
152562,167877,"sales"
48832,45803,"sales"
140451,170076,"engineering"
187573,107493,"engineering"
25202,82463,"marketing"
31668,109102,"sales"
182142,66160,"sales"
55634,30488,"marketing"
3192,87847,"sales"
121721,127623,"engineering"
26469,88936,"sales"
148036,78874,"sales"
38747,5374,"sales"
98886,83032,"marketing"
24238,73489,"sales"
71152,21604,"HR"
79384,162518,"sales"
113578,125912,"marketing"
144976,145667,"sales"
45701,154703,"engineering"
126988,135846,"sales"
22109,181311,"sales"
51095,47618,"marketing"
14236,148795,"engineering"
2689,60489,"marketing"
108033,104759,"HR"
68116,177166,"engineering"
194090,47863,"engineering"
68890,60373,"marketing"
125912,107658,"marketing"
151268,56451,"sales"
8165,141211,"HR"
40496,116774,"engineering"
183858,153291,"sales"
