employee_id,signing_bonus,salary,yrs_experience,level,n_subordinates,is_male,degree,dept_HR,dept_engineering,dept_marketing,dept_sales
95838,0,64.0,7,0,0,0,1,1.0,0.0,0.0,0.0
8711,0,250.0,10,1,22,1,3,0.0,0.0,1.0,0.0
21150,1,184.0,3,0,0,0,2,0.0,0.0,1.0,0.0
65584,0,152.0,5,0,0,1,0,0.0,1.0,0.0,0.0
178821,0,174.0,7,0,0,1,3,0.0,0.0,1.0,0.0
198314,0,62.0,2,0,0,1,1,0.0,0.0,0.0,1.0
89494,1,228.0,4,0,0,0,2,0.0,1.0,0.0,0.0
76056,1,212.0,7,0,0,1,3,0.0,0.0,0.0,1.0
174654,0,94.0,5,0,0,0,3,0.0,0.0,0.0,1.0
6417,0,88.0,2,0,0,1,1,0.0,0.0,0.0,1.0
149135,0,91.0,8,1,19,1,1,0.0,1.0,0.0,0.0
120912,0,95.0,6,0,0,1,0,1.0,0.0,0.0,0.0
14736,0,95.0,3,0,0,1,3,1.0,0.0,0.0,0.0
53438,1,279.0,5,0,0,1,3,0.0,0.0,1.0,0.0
142155,0,366.0,1,0,0,1,3,0.0,1.0,0.0,0.0
1791,0,95.0,10,1,7,0,1,1.0,0.0,0.0,0.0
56244,0,86.0,6,0,0,0,3,1.0,0.0,0.0,0.0
87999,0,362.0,1,0,0,1,0,0.0,0.0,0.0,1.0
9036,1,283.0,1,0,0,1,1,0.0,0.0,0.0,1.0
34510,0,232.0,4,0,0,1,3,0.0,0.0,1.0,0.0
175786,0,66.0,7,0,0,0,3,1.0,0.0,0.0,0.0
148355,0,198.0,2,0,0,0,2,0.0,0.0,0.0,1.0
120086,0,262.0,3,0,0,1,0,0.0,0.0,0.0,1.0
112523,0,82.0,2,0,0,0,3,1.0,0.0,0.0,0.0
43986,0,66.0,5,0,0,0,2,1.0,0.0,0.0,0.0
128528,0,83.0,1,0,0,0,3,1.0,0.0,0.0,0.0
148564,0,316.0,3,0,0,1,1,0.0,1.0,0.0,0.0
68881,0,69.0,3,0,0,0,2,1.0,0.0,0.0,0.0
98619,1,317.0,3,0,0,1,3,0.0,0.0,1.0,0.0
136229,0,155.0,5,0,0,1,1,0.0,0.0,0.0,1.0
194889,0,183.0,5,0,0,1,1,0.0,0.0,0.0,1.0
9059,1,72.0,2,0,0,1,1,0.0,0.0,1.0,0.0
73211,1,386.0,7,0,0,1,3,0.0,1.0,0.0,0.0
133465,1,62.0,5,0,0,1,0,0.0,1.0,0.0,0.0
99319,0,217.0,2,0,0,1,0,0.0,0.0,0.0,1.0
196484,0,106.0,19,2,63,1,3,0.0,0.0,1.0,0.0
26635,0,123.0,9,0,0,1,2,0.0,0.0,1.0,0.0
194871,0,192.0,5,0,0,1,0,0.0,1.0,0.0,0.0
134474,0,95.0,8,0,0,0,3,0.0,0.0,0.0,1.0
23100,1,136.0,11,1,6,1,3,0.0,1.0,0.0,0.0
19961,1,391.0,2,0,0,0,0,0.0,1.0,0.0,0.0
72338,0,247.0,3,0,0,0,2,0.0,1.0,0.0,0.0
194169,1,92.0,3,0,0,1,2,0.0,0.0,0.0,1.0
47487,1,122.0,2,0,0,1,3,0.0,1.0,0.0,0.0
16959,0,150.0,7,0,0,0,1,0.0,0.0,0.0,1.0
70361,0,376.0,3,0,0,1,2,0.0,1.0,0.0,0.0
97248,0,70.0,4,0,0,0,0,1.0,0.0,0.0,0.0
85273,1,159.0,2,0,0,1,1,0.0,0.0,1.0,0.0
192719,0,225.0,2,0,0,1,0,0.0,0.0,1.0,0.0
45301,0,224.0,1,0,0,0,3,0.0,0.0,1.0,0.0
1285,0,333.0,2,0,0,1,1,0.0,1.0,0.0,0.0
140206,0,265.0,6,0,0,0,2,0.0,0.0,0.0,1.0
141079,0,283.0,14,1,13,1,1,0.0,1.0,0.0,0.0
69274,0,117.0,1,0,0,1,1,0.0,0.0,0.0,1.0
154782,0,106.0,3,0,0,1,0,0.0,0.0,0.0,1.0
7469,1,74.0,1,0,0,0,0,0.0,0.0,0.0,1.0
120216,1,249.0,3,0,0,1,0,0.0,0.0,0.0,1.0
111447,0,177.0,1,0,0,1,3,0.0,0.0,0.0,1.0
103466,1,214.0,3,0,0,1,2,0.0,0.0,1.0,0.0
88007,0,275.0,13,1,13,0,2,0.0,0.0,0.0,1.0
29419,0,168.0,1,0,0,0,1,0.0,0.0,1.0,0.0
60609,0,128.0,3,1,6,0,1,0.0,0.0,0.0,1.0
112433,0,62.0,1,0,0,0,3,1.0,0.0,0.0,0.0
126976,0,80.0,2,0,0,0,3,1.0,0.0,0.0,0.0
163892,0,121.0,1,0,0,1,0,0.0,0.0,0.0,1.0
178923,1,352.0,3,0,0,1,2,0.0,1.0,0.0,0.0
104966,1,292.0,4,0,0,1,3,0.0,0.0,0.0,1.0
93962,1,175.0,7,0,0,1,1,0.0,1.0,0.0,0.0
147679,0,194.0,4,0,0,1,0,0.0,0.0,0.0,1.0
81577,0,146.0,2,0,0,0,2,0.0,0.0,0.0,1.0
136040,0,167.0,4,0,0,0,2,0.0,1.0,0.0,0.0
193600,1,80.0,6,0,0,0,3,1.0,0.0,0.0,0.0
189420,0,317.0,2,0,0,1,3,0.0,0.0,0.0,1.0
17670,1,303.0,4,0,0,0,0,0.0,1.0,0.0,0.0
165978,1,261.0,5,0,0,1,0,0.0,0.0,0.0,1.0
102210,0,163.0,1,0,0,1,1,0.0,0.0,0.0,1.0
113028,0,87.0,4,0,0,0,0,1.0,0.0,0.0,0.0
77923,0,70.0,7,0,0,0,2,1.0,0.0,0.0,0.0
142275,0,349.0,4,0,0,0,3,0.0,1.0,0.0,0.0
195540,0,205.0,4,0,0,1,2,0.0,0.0,0.0,1.0
68486,0,87.0,5,0,0,0,2,1.0,0.0,0.0,0.0
41080,0,115.0,11,1,8,0,2,0.0,0.0,0.0,1.0
88335,0,149.0,1,0,0,1,1,0.0,0.0,1.0,0.0
61136,0,226.0,6,0,0,0,0,0.0,0.0,0.0,1.0
175361,0,234.0,14,1,17,1,1,0.0,0.0,0.0,1.0
59052,0,79.0,3,0,0,0,3,1.0,0.0,0.0,0.0
173017,0,116.0,4,0,0,1,0,1.0,0.0,0.0,0.0
112097,0,83.0,1,0,0,0,2,1.0,0.0,0.0,0.0
152964,0,133.0,3,0,0,1,3,0.0,1.0,0.0,0.0
93073,1,215.0,6,0,0,1,0,0.0,0.0,0.0,1.0
82835,0,184.0,1,0,0,1,2,0.0,0.0,0.0,1.0
190004,1,322.0,1,0,0,0,3,0.0,0.0,0.0,1.0
35114,0,68.0,6,0,0,1,2,0.0,0.0,1.0,0.0
153735,1,262.0,3,0,0,1,1,0.0,1.0,0.0,0.0
80661,0,177.0,2,0,0,0,0,0.0,0.0,1.0,0.0
125799,1,386.0,4,0,0,1,1,0.0,1.0,0.0,0.0
78200,0,79.0,7,0,0,0,0,1.0,0.0,0.0,0.0
172717,0,70.0,11,1,7,0,0,1.0,0.0,0.0,0.0
123040,1,174.0,1,0,0,1,2,0.0,1.0,0.0,0.0
178134,1,284.0,1,0,0,0,2,0.0,1.0,0.0,0.0
182996,0,307.0,4,1,13,1,2,0.0,0.0,0.0,1.0
124589,0,61.0,2,0,0,0,0,1.0,0.0,0.0,0.0
104569,1,251.0,2,0,0,1,0,0.0,0.0,0.0,1.0
172566,0,61.0,4,0,0,0,0,1.0,0.0,0.0,0.0
5743,0,111.0,12,1,17,1,3,0.0,0.0,0.0,1.0
74062,1,397.0,33,3,308,1,3,0.0,0.0,1.0,0.0
23759,0,93.0,3,0,0,0,1,0.0,0.0,0.0,1.0
98855,1,342.0,3,0,0,1,1,0.0,1.0,0.0,0.0
56376,1,358.0,2,0,0,1,3,0.0,0.0,0.0,1.0
8288,1,243.0,1,0,0,0,2,0.0,1.0,0.0,0.0
85717,0,92.0,8,1,8,0,1,0.0,0.0,0.0,1.0
61234,0,70.0,2,0,0,1,2,1.0,0.0,0.0,0.0
102684,0,86.0,2,1,7,0,2,0.0,0.0,0.0,1.0
156075,1,253.0,3,0,0,1,2,0.0,1.0,0.0,0.0
160618,0,161.0,6,1,19,1,3,0.0,0.0,0.0,1.0
22316,1,156.0,5,0,0,1,2,0.0,0.0,1.0,0.0
126031,0,265.0,2,0,0,1,1,0.0,0.0,1.0,0.0
127788,0,227.0,6,0,0,1,0,0.0,1.0,0.0,0.0
153290,0,234.0,1,0,0,1,3,0.0,0.0,0.0,1.0
128120,0,123.0,1,0,0,1,0,1.0,0.0,0.0,0.0
137270,0,87.0,4,0,0,1,2,1.0,0.0,0.0,0.0
123270,0,264.0,3,0,0,1,1,0.0,0.0,0.0,1.0
66090,1,349.0,20,2,35,1,2,0.0,0.0,0.0,1.0
135015,0,83.0,8,0,0,0,1,0.0,1.0,0.0,0.0
12028,1,225.0,1,0,0,1,1,0.0,1.0,0.0,0.0
121294,0,126.0,3,0,0,0,2,0.0,0.0,0.0,1.0
46026,1,103.0,3,0,0,0,1,1.0,0.0,0.0,0.0
78743,0,203.0,2,0,0,1,0,0.0,0.0,0.0,1.0
162877,0,126.0,6,0,0,1,2,0.0,0.0,1.0,0.0
173465,0,63.0,1,0,0,0,1,1.0,0.0,0.0,0.0
55493,0,251.0,4,0,0,1,2,0.0,0.0,0.0,1.0
52651,1,143.0,1,0,0,0,3,0.0,1.0,0.0,0.0
173786,1,188.0,2,0,0,0,1,0.0,0.0,0.0,1.0
11627,0,141.0,8,0,0,1,0,0.0,0.0,0.0,1.0
80889,0,90.0,5,0,0,0,1,0.0,0.0,0.0,1.0
159070,0,66.0,2,0,0,0,3,1.0,0.0,0.0,0.0
72655,0,202.0,2,0,0,1,2,0.0,0.0,0.0,1.0
120750,0,164.0,1,0,0,1,2,0.0,0.0,0.0,1.0
79637,0,91.0,7,0,0,1,1,1.0,0.0,0.0,0.0
32193,1,177.0,4,0,0,1,3,0.0,1.0,0.0,0.0
134874,0,136.0,4,0,0,1,1,0.0,0.0,0.0,1.0
139720,0,116.0,4,0,0,1,3,0.0,0.0,1.0,0.0
144872,0,117.0,6,0,0,1,2,1.0,0.0,0.0,0.0
108164,1,236.0,4,1,14,1,3,0.0,0.0,0.0,1.0
41811,0,251.0,2,0,0,1,1,0.0,0.0,1.0,0.0
94871,1,185.0,4,0,0,1,3,0.0,0.0,0.0,1.0
51549,1,175.0,6,0,0,1,1,0.0,0.0,0.0,1.0
161037,0,70.0,9,0,0,0,2,1.0,0.0,0.0,0.0
163049,0,260.0,13,2,37,0,1,0.0,0.0,0.0,1.0
177283,0,102.0,1,0,0,0,1,0.0,0.0,0.0,1.0
21566,1,204.0,3,0,0,1,3,0.0,0.0,0.0,1.0
34520,0,219.0,3,0,0,0,2,0.0,0.0,1.0,0.0
66792,0,287.0,2,0,0,0,1,0.0,1.0,0.0,0.0
109934,0,141.0,2,0,0,0,2,0.0,0.0,1.0,0.0
5448,1,171.0,1,0,0,1,3,0.0,0.0,0.0,1.0
34837,0,311.0,3,0,0,1,1,0.0,0.0,1.0,0.0
3157,1,154.0,1,0,0,0,3,0.0,0.0,1.0,0.0
2112,1,332.0,2,0,0,1,1,0.0,0.0,0.0,1.0
149037,0,72.0,1,0,0,1,3,1.0,0.0,0.0,0.0
195820,0,194.0,5,0,0,1,0,0.0,1.0,0.0,0.0
51827,0,228.0,1,0,0,0,3,0.0,0.0,0.0,1.0
163751,0,221.0,3,0,0,0,1,0.0,0.0,0.0,1.0
168564,0,160.0,9,1,14,1,3,0.0,0.0,0.0,1.0
188215,0,132.0,4,0,0,1,1,1.0,0.0,0.0,0.0
3802,1,122.0,15,2,44,0,3,0.0,1.0,0.0,0.0
131620,1,236.0,9,1,9,1,2,0.0,0.0,0.0,1.0
180925,1,255.0,9,1,12,1,1,0.0,0.0,0.0,1.0
77311,1,267.0,3,0,0,1,2,0.0,1.0,0.0,0.0
144949,1,238.0,1,0,0,0,1,0.0,0.0,1.0,0.0
21387,0,248.0,3,0,0,1,2,0.0,1.0,0.0,0.0
90566,0,190.0,4,0,0,0,3,0.0,0.0,0.0,1.0
26839,1,223.0,2,0,0,1,1,0.0,0.0,1.0,0.0
19746,0,170.0,4,0,0,0,3,0.0,0.0,1.0,0.0
50427,1,182.0,1,0,0,1,3,0.0,1.0,0.0,0.0
81853,0,77.0,3,0,0,0,1,1.0,0.0,0.0,0.0
56110,1,360.0,2,0,0,1,2,0.0,1.0,0.0,0.0
173360,0,295.0,6,0,0,1,1,0.0,0.0,0.0,1.0
94392,0,394.0,3,0,0,1,2,0.0,1.0,0.0,0.0
133570,0,260.0,3,0,0,0,1,0.0,1.0,0.0,0.0
136398,0,61.0,3,0,0,0,2,1.0,0.0,0.0,0.0
55476,1,76.0,11,1,8,1,1,0.0,0.0,1.0,0.0
176610,0,92.0,4,0,0,0,3,1.0,0.0,0.0,0.0
55160,1,260.0,2,0,0,0,2,0.0,0.0,1.0,0.0
144675,0,262.0,1,0,0,1,1,0.0,0.0,1.0,0.0
91088,1,185.0,3,0,0,1,2,0.0,0.0,0.0,1.0
106770,0,181.0,2,0,0,1,2,0.0,0.0,1.0,0.0
169231,0,162.0,5,1,10,1,3,0.0,0.0,0.0,1.0
25934,1,282.0,2,1,12,1,1,0.0,1.0,0.0,0.0
157239,0,322.0,4,0,0,0,3,0.0,0.0,0.0,1.0
16619,0,178.0,3,0,0,1,1,0.0,0.0,0.0,1.0
13924,0,86.0,1,0,0,0,0,1.0,0.0,0.0,0.0
161070,1,154.0,1,0,0,1,0,0.0,0.0,0.0,1.0
121293,1,201.0,1,0,0,1,1,0.0,0.0,0.0,1.0
45128,1,220.0,1,0,0,0,2,0.0,0.0,1.0,0.0
160557,0,219.0,2,0,0,1,1,0.0,0.0,0.0,1.0
7118,0,244.0,2,0,0,1,2,0.0,0.0,0.0,1.0
120037,0,160.0,2,0,0,1,2,0.0,0.0,1.0,0.0
71532,0,252.0,6,2,56,1,3,0.0,0.0,1.0,0.0
158723,0,134.0,1,0,0,0,3,0.0,0.0,0.0,1.0
6670,1,376.0,1,0,0,0,1,0.0,1.0,0.0,0.0
43386,1,241.0,4,0,0,1,3,0.0,0.0,0.0,1.0
98047,0,93.0,5,0,0,1,0,0.0,0.0,1.0,0.0
100144,0,160.0,2,0,0,1,2,0.0,1.0,0.0,0.0
104432,0,242.0,1,0,0,0,0,0.0,0.0,0.0,1.0
164347,1,297.0,4,0,0,1,2,0.0,0.0,0.0,1.0
81227,0,93.0,3,0,0,1,3,1.0,0.0,0.0,0.0
187469,0,145.0,5,0,0,1,1,0.0,0.0,0.0,1.0
100883,0,225.0,3,0,0,0,1,0.0,0.0,0.0,1.0
86703,0,122.0,2,0,0,1,2,0.0,0.0,0.0,1.0
81363,0,208.0,3,0,0,1,1,0.0,0.0,1.0,0.0
99414,0,162.0,1,0,0,1,1,0.0,0.0,1.0,0.0
92314,1,98.0,3,0,0,0,1,1.0,0.0,0.0,0.0
163884,0,232.0,1,0,0,0,1,0.0,0.0,0.0,1.0
87379,0,174.0,19,2,39,1,1,0.0,1.0,0.0,0.0
46653,1,343.0,4,0,0,1,3,0.0,0.0,0.0,1.0
5282,0,267.0,5,1,17,1,1,0.0,0.0,0.0,1.0
40494,0,107.0,2,0,0,0,3,1.0,0.0,0.0,0.0
191083,1,68.0,4,1,10,1,3,0.0,0.0,1.0,0.0
27731,0,321.0,3,0,0,1,1,0.0,1.0,0.0,0.0
198910,0,376.0,2,0,0,1,2,0.0,0.0,0.0,1.0
65522,0,204.0,4,2,41,1,2,0.0,0.0,0.0,1.0
114858,1,278.0,9,0,0,1,3,0.0,1.0,0.0,0.0
10492,0,199.0,2,0,0,1,1,0.0,0.0,0.0,1.0
118909,0,165.0,3,0,0,1,3,0.0,0.0,0.0,1.0
159906,0,105.0,2,1,14,1,1,0.0,0.0,0.0,1.0
117052,0,337.0,3,0,0,0,1,0.0,1.0,0.0,0.0
35357,0,231.0,8,0,0,1,2,0.0,0.0,0.0,1.0
27293,0,169.0,4,0,0,1,1,0.0,0.0,0.0,1.0
145164,0,292.0,3,0,0,1,3,0.0,1.0,0.0,0.0
175253,0,192.0,5,0,0,1,2,0.0,0.0,1.0,0.0
144365,1,243.0,2,0,0,1,3,0.0,1.0,0.0,0.0
43243,0,261.0,1,0,0,0,2,0.0,1.0,0.0,0.0
51121,0,110.0,5,1,22,0,0,1.0,0.0,0.0,0.0
4264,0,200.0,1,0,0,0,2,0.0,0.0,1.0,0.0
165620,0,240.0,2,0,0,1,2,0.0,1.0,0.0,0.0
197158,0,88.0,3,0,0,0,2,1.0,0.0,0.0,0.0
16708,0,155.0,3,0,0,1,3,0.0,0.0,1.0,0.0
18676,0,277.0,1,0,0,1,1,0.0,0.0,0.0,1.0
66023,1,361.0,1,0,0,1,1,0.0,0.0,0.0,1.0
174580,1,120.0,3,0,0,1,3,0.0,0.0,1.0,0.0
134816,0,148.0,1,0,0,0,0,0.0,0.0,0.0,1.0
37407,0,387.0,2,0,0,1,0,0.0,1.0,0.0,0.0
177876,0,164.0,4,0,0,1,1,0.0,1.0,0.0,0.0
174478,0,182.0,6,0,0,0,3,0.0,0.0,0.0,1.0
104365,1,216.0,3,0,0,1,3,0.0,1.0,0.0,0.0
137130,0,268.0,2,0,0,1,0,0.0,0.0,0.0,1.0
111821,0,290.0,2,0,0,1,0,0.0,1.0,0.0,0.0
113231,0,65.0,5,0,0,1,1,0.0,0.0,1.0,0.0
181772,1,99.0,9,1,13,1,1,0.0,0.0,0.0,1.0
186649,0,180.0,2,0,0,1,1,0.0,1.0,0.0,0.0
69382,1,232.0,4,0,0,1,0,0.0,0.0,0.0,1.0
67522,0,124.0,5,1,14,1,2,0.0,0.0,0.0,1.0
46107,0,179.0,4,0,0,1,1,0.0,0.0,0.0,1.0
40213,0,163.0,4,0,0,1,1,0.0,0.0,0.0,1.0
18489,0,226.0,5,0,0,1,1,0.0,0.0,0.0,1.0
101777,1,61.0,1,0,0,0,3,1.0,0.0,0.0,0.0
107224,0,95.0,4,0,0,0,1,1.0,0.0,0.0,0.0
134582,1,345.0,4,0,0,1,2,0.0,1.0,0.0,0.0
81226,0,76.0,1,0,0,1,2,1.0,0.0,0.0,0.0
178457,0,299.0,5,0,0,0,3,0.0,0.0,0.0,1.0
173673,1,93.0,4,0,0,1,2,0.0,0.0,1.0,0.0
174959,1,242.0,1,0,0,0,1,0.0,0.0,0.0,1.0
70399,1,112.0,1,0,0,0,2,1.0,0.0,0.0,0.0
67748,0,328.0,6,0,0,1,0,0.0,0.0,0.0,1.0
180478,0,371.0,1,0,0,1,0,0.0,1.0,0.0,0.0
125339,0,212.0,4,0,0,0,2,0.0,0.0,1.0,0.0
147776,0,355.0,4,0,0,1,1,0.0,1.0,0.0,0.0
173085,0,347.0,4,0,0,0,1,0.0,1.0,0.0,0.0
182765,0,365.0,3,0,0,1,3,0.0,0.0,1.0,0.0
27285,1,260.0,5,0,0,0,2,0.0,0.0,0.0,1.0
65379,1,67.0,5,0,0,1,3,0.0,0.0,0.0,1.0
56198,1,228.0,2,0,0,1,3,0.0,0.0,0.0,1.0
115176,1,101.0,2,0,0,0,2,0.0,0.0,1.0,0.0
27718,0,78.0,3,1,6,0,2,1.0,0.0,0.0,0.0
191778,0,201.0,8,0,0,0,1,0.0,1.0,0.0,0.0
196043,0,173.0,5,0,0,0,3,0.0,0.0,0.0,1.0
169319,0,83.0,1,0,0,1,1,1.0,0.0,0.0,0.0
185639,1,276.0,1,0,0,1,2,0.0,1.0,0.0,0.0
30040,1,99.0,2,0,0,0,2,1.0,0.0,0.0,0.0
167986,0,164.0,4,0,0,1,1,0.0,0.0,0.0,1.0
133424,1,136.0,4,0,0,1,1,0.0,0.0,0.0,1.0
13959,0,129.0,5,0,0,0,2,1.0,0.0,0.0,0.0
165794,1,69.0,5,0,0,0,1,1.0,0.0,0.0,0.0
110529,0,166.0,4,0,0,0,2,0.0,1.0,0.0,0.0
143888,0,88.0,5,0,0,1,1,1.0,0.0,0.0,0.0
175358,0,133.0,3,0,0,1,2,0.0,0.0,0.0,1.0
57920,1,103.0,2,0,0,0,1,0.0,0.0,0.0,1.0
173458,1,287.0,4,0,0,1,3,0.0,1.0,0.0,0.0
142745,0,93.0,1,0,0,0,0,1.0,0.0,0.0,0.0
65782,0,142.0,5,0,0,1,3,0.0,0.0,0.0,1.0
36498,0,377.0,3,0,0,1,0,0.0,1.0,0.0,0.0
151070,0,90.0,3,0,0,1,1,1.0,0.0,0.0,0.0
176900,0,253.0,5,0,0,1,3,0.0,1.0,0.0,0.0
4781,0,159.0,2,0,0,0,0,0.0,0.0,0.0,1.0
166653,0,209.0,3,1,4,0,1,0.0,1.0,0.0,0.0
146858,1,202.0,1,0,0,0,3,0.0,1.0,0.0,0.0
26109,1,140.0,1,0,0,1,1,0.0,0.0,0.0,1.0
75374,1,301.0,6,0,0,0,3,0.0,0.0,0.0,1.0
92990,1,274.0,5,0,0,1,1,0.0,0.0,0.0,1.0
34525,0,84.0,6,0,0,1,3,1.0,0.0,0.0,0.0
79698,0,114.0,1,0,0,0,1,0.0,0.0,1.0,0.0
181041,0,65.0,4,0,0,0,1,1.0,0.0,0.0,0.0
80762,0,269.0,2,0,0,0,2,0.0,0.0,1.0,0.0
46456,0,213.0,5,0,0,1,1,0.0,0.0,0.0,1.0
8263,0,388.0,7,0,0,1,3,0.0,0.0,1.0,0.0
77946,1,314.0,2,0,0,1,3,0.0,1.0,0.0,0.0
173255,0,75.0,8,0,0,0,2,1.0,0.0,0.0,0.0
144110,0,83.0,3,0,0,1,2,0.0,1.0,0.0,0.0
28167,1,67.0,4,0,0,1,3,0.0,0.0,1.0,0.0
17790,1,138.0,5,0,0,1,0,0.0,0.0,0.0,1.0
124893,0,287.0,18,2,58,1,3,0.0,0.0,1.0,0.0
181421,0,304.0,5,1,9,1,2,0.0,0.0,0.0,1.0
129879,0,154.0,3,0,0,1,0,0.0,1.0,0.0,0.0
171266,0,153.0,8,2,79,1,2,1.0,0.0,0.0,0.0
182627,0,324.0,2,0,0,1,2,0.0,0.0,0.0,1.0
58658,0,165.0,4,0,0,1,0,0.0,1.0,0.0,0.0
33069,0,178.0,4,0,0,1,2,0.0,0.0,1.0,0.0
